datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),relative_humidity (0-1),wind_speed (m/s),wind_direction (deg),10m_wind_gust (m/s),total_cloud_cover (0-1),total_precipitation (mm of water equivalent)
2024-10-05 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.84,0.84,1.69,315.35,3.45,1.00,0.07
2024-10-05 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.57,0.85,1.62,326.58,3.81,1.00,0.15
2024-10-05 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.33,0.86,1.85,336.00,4.02,1.00,0.19
2024-10-05 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.01,0.86,2.03,345.72,4.35,1.00,0.43
2024-10-05 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.80,0.87,1.98,341.58,4.38,1.00,0.35
2024-10-05 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.84,0.88,2.08,331.54,4.07,1.00,0.23
2024-10-05 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.07,0.89,2.07,313.42,3.91,0.99,0.35
2024-10-05 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.20,0.89,2.40,299.33,3.93,0.96,0.16
2024-10-06 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.44,0.87,2.70,299.41,4.71,0.92,0.07
2024-10-06 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.74,0.85,3.03,296.55,5.22,0.85,0.00
2024-10-06 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.20,0.79,3.25,295.62,6.00,0.52,0.01
2024-10-06 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.80,0.76,3.34,305.11,6.22,0.38,0.03
2024-10-06 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.26,0.74,3.42,318.72,6.42,0.31,0.05
2024-10-06 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.09,0.71,3.74,329.51,6.67,0.32,0.04
2024-10-06 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.18,0.70,4.14,336.42,6.91,0.50,0.14
2024-10-06 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.95,0.72,4.48,337.34,7.94,0.54,0.05
2024-10-06 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.54,0.73,4.68,338.04,8.16,0.20,0.03
2024-10-06 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.44,0.73,4.35,339.89,7.66,0.38,0.04
2024-10-06 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.99,0.74,4.31,325.75,6.67,0.76,0.01
2024-10-06 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.91,0.75,4.00,316.28,5.93,0.80,0.01
2024-10-06 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.65,0.77,4.16,317.70,6.05,0.77,0.01
2024-10-06 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.40,0.79,3.99,321.36,5.65,0.86,0.03
2024-10-06 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.09,0.80,3.64,321.07,4.96,0.93,0.19
2024-10-06 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.66,0.82,3.33,320.20,5.23,0.97,0.24
2024-10-06 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.53,0.83,3.15,312.70,5.46,0.96,0.28
2024-10-06 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.34,0.84,2.99,321.35,4.84,0.98,0.19
2024-10-06 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.95,0.86,2.80,327.73,5.03,0.99,0.11
2024-10-06 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.81,0.86,2.71,313.80,5.14,0.95,0.28
2024-10-06 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.65,0.87,2.80,323.56,5.50,1.00,0.19
2024-10-06 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.66,0.87,2.99,325.15,5.58,0.97,0.45
2024-10-06 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.80,0.89,3.03,332.40,5.47,0.92,0.40
2024-10-06 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.83,0.90,2.91,341.61,5.72,0.95,0.96
2024-10-07 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.56,0.91,2.72,347.55,5.98,0.93,1.24
2024-10-07 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.42,0.92,2.46,352.15,5.78,0.98,0.94
2024-10-07 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.63,0.88,2.27,1.27,4.99,0.97,0.43
2024-10-07 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.97,0.85,2.80,31.57,5.56,1.00,0.71
2024-10-07 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.86,0.86,3.37,39.71,6.03,0.94,1.40
2024-10-07 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.27,0.89,3.14,24.25,6.59,0.97,2.17
2024-10-07 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.69,0.84,3.99,36.74,7.04,1.00,1.53
2024-10-07 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.63,0.85,4.16,40.76,7.50,1.00,0.71
2024-10-07 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.29,0.86,4.52,40.06,8.47,0.99,1.52
2024-10-07 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.36,0.86,4.16,42.20,8.25,1.00,1.98
2024-10-07 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.88,0.88,2.55,30.60,7.10,1.00,0.58
2024-10-07 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.94,0.88,2.33,10.38,7.06,1.00,0.37
2024-10-07 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.93,0.90,2.49,18.14,6.94,1.00,0.21
2024-10-07 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.10,0.89,2.01,24.32,6.97,1.00,0.16
2024-10-07 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.93,0.90,2.29,26.86,6.73,1.00,0.17
2024-10-07 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.69,0.91,2.07,25.26,6.32,0.97,0.34
2024-10-07 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.55,0.91,2.18,29.89,6.53,0.87,0.33
2024-10-07 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.24,0.91,2.08,30.54,6.55,0.96,0.49
2024-10-07 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.14,0.93,2.34,30.95,6.18,0.97,0.45
2024-10-07 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.99,0.93,2.68,25.17,6.38,0.94,0.54
2024-10-07 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.92,0.94,2.88,17.69,6.10,0.89,0.42
2024-10-07 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.14,0.92,3.11,20.49,6.43,0.89,0.51
2024-10-07 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.41,0.93,3.26,17.57,5.97,0.90,0.76
2024-10-07 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.52,0.92,3.18,15.41,6.86,1.00,0.81
2024-10-08 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.29,0.92,3.08,18.02,7.36,0.97,1.02
2024-10-08 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.41,0.92,3.08,23.75,7.68,0.79,1.60
2024-10-08 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.02,0.85,3.31,24.87,8.53,0.87,1.57
2024-10-08 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.56,0.86,4.03,36.35,9.01,0.80,1.28
2024-10-08 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.14,0.83,4.36,36.75,8.06,0.84,0.50
2024-10-08 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.67,0.86,3.65,26.62,8.33,0.82,1.05
2024-10-08 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.89,0.84,3.30,25.24,8.34,0.90,0.92
2024-10-08 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.80,0.86,3.21,23.02,7.27,0.86,0.92
2024-10-08 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.26,0.87,2.90,19.84,7.02,0.89,0.37
2024-10-08 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.10,0.88,2.03,15.80,6.36,0.90,0.28
2024-10-08 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.49,0.89,1.65,17.19,5.50,0.57,0.68
2024-10-08 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.34,0.90,1.00,19.56,4.89,0.45,0.42
2024-10-08 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.38,0.90,1.21,40.31,4.66,0.43,0.50
2024-10-08 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.40,0.91,2.35,49.11,5.01,0.87,0.40
2024-10-08 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.39,0.92,2.09,34.23,5.21,0.85,0.37
2024-10-08 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.25,0.93,1.54,10.19,4.83,0.70,0.48
2024-10-08 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.98,0.94,1.23,354.41,4.66,0.82,0.51
2024-10-08 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.82,0.94,1.36,5.89,5.16,0.95,0.40
2024-10-08 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.78,0.94,1.44,358.45,5.11,0.78,0.39
2024-10-08 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.57,0.93,1.73,353.37,5.24,0.85,0.37
2024-10-08 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.52,0.94,2.00,0.21,5.08,0.78,0.58
2024-10-08 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.34,0.94,2.34,18.61,5.84,0.86,0.71
2024-10-08 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.88,0.92,2.39,10.92,6.09,0.69,0.73
2024-10-08 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.86,0.93,2.22,4.76,5.75,0.92,0.44
2024-10-09 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.84,0.93,2.19,354.52,5.90,0.92,0.43
2024-10-09 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.04,0.91,2.44,351.46,6.08,0.94,0.51
2024-10-09 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.43,0.84,2.91,358.19,6.80,0.87,0.59
2024-10-09 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.36,0.84,3.19,358.44,7.28,0.70,0.76
2024-10-09 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.10,0.86,3.15,0.39,7.12,0.65,0.84
2024-10-09 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.63,0.84,3.23,357.42,6.23,0.49,0.60
2024-10-09 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.84,0.84,3.40,1.61,6.24,0.65,0.21
2024-10-09 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.03,0.83,3.44,350.41,7.38,0.50,0.40
2024-10-09 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.97,0.83,3.35,346.04,6.79,0.40,0.25
2024-10-09 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.84,0.82,3.00,345.09,5.82,0.45,0.05
2024-10-09 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.69,0.80,2.28,341.25,4.61,0.39,0.07
2024-10-09 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.53,0.82,1.81,340.87,3.77,0.37,0.04
2024-10-09 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.64,0.80,1.64,338.03,3.19,0.42,0.05
2024-10-09 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.62,0.80,1.40,339.48,3.05,0.38,0.08
2024-10-09 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.30,0.83,1.16,326.61,3.19,0.44,0.12
2024-10-09 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.78,0.85,1.15,314.54,3.22,0.39,0.11
2024-10-09 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.73,0.86,1.25,314.25,3.68,0.35,0.15
2024-10-09 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.48,0.87,1.10,322.02,3.35,0.45,0.24
2024-10-09 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.41,0.86,1.39,326.84,2.67,0.54,0.36
2024-10-09 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.14,0.87,1.33,324.77,3.03,0.47,0.08
2024-10-09 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.97,0.87,1.34,317.96,3.08,0.50,0.04
2024-10-09 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.94,0.88,1.63,308.88,3.38,0.47,0.02
2024-10-09 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.12,0.87,2.35,293.19,3.82,0.20,0.02
2024-10-09 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.94,0.88,2.61,289.94,4.29,0.22,0.01
2024-10-10 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.40,0.86,2.48,294.54,4.77,0.19,0.00
2024-10-10 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.83,0.84,2.54,296.33,4.73,0.25,0.02
2024-10-10 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.44,0.76,2.53,302.92,4.70,0.46,0.04
2024-10-10 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.92,0.73,2.17,319.78,4.53,0.40,0.07
2024-10-10 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.15,0.71,2.34,345.62,4.67,0.24,0.02
2024-10-10 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.74,0.70,2.82,358.75,5.55,0.28,0.04
2024-10-10 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.72,0.71,3.21,2.46,6.07,0.31,0.02
2024-10-10 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.72,0.71,3.38,5.22,6.79,0.22,0.08
2024-10-10 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.38,0.72,3.65,2.63,6.90,0.14,0.04
2024-10-10 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.33,0.72,3.55,1.68,6.65,0.13,0.03
2024-10-10 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.36,0.77,3.28,359.70,5.68,0.11,0.01
2024-10-10 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.19,0.77,2.96,356.14,4.97,0.11,0.02
2024-10-10 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.01,0.78,2.85,354.55,4.40,0.21,0.02
2024-10-10 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.74,0.80,2.47,356.40,4.28,0.33,0.09
2024-10-10 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.02,0.83,2.30,352.68,4.48,0.41,0.31
2024-10-10 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.70,0.87,2.54,350.70,4.50,0.60,1.07
2024-10-10 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.69,0.88,2.76,349.31,5.02,0.64,0.91
2024-10-10 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.61,0.88,2.85,344.18,4.87,0.92,0.97
2024-10-10 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.31,0.90,3.06,343.65,5.06,0.89,0.80
2024-10-10 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.22,0.90,3.08,353.44,5.45,1.00,0.91
2024-10-10 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.25,0.89,3.21,2.16,5.85,0.90,1.37
2024-10-10 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.23,0.90,3.14,2.25,5.47,0.67,1.07
2024-10-10 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.34,0.89,3.49,22.50,6.14,0.83,1.05
2024-10-10 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.10,0.91,3.36,28.71,6.80,0.72,1.60
2024-10-11 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.61,0.90,2.54,28.88,6.32,0.82,1.00
2024-10-11 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.75,0.89,2.39,36.38,5.57,0.88,0.30
2024-10-11 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.46,0.87,2.52,32.96,5.74,0.67,0.90
2024-10-11 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.79,0.89,2.51,38.68,6.81,0.70,5.12
2024-10-11 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.79,0.89,3.18,56.10,6.90,0.82,3.36
2024-10-11 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.16,0.87,3.35,58.59,6.62,0.91,2.35
2024-10-11 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.29,0.87,2.90,48.80,6.67,0.96,1.60
2024-10-11 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.43,0.86,2.66,50.13,5.58,0.97,0.35
2024-10-11 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.94,0.84,2.35,30.82,5.66,0.89,0.17
2024-10-11 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.23,0.82,2.54,31.85,6.37,0.77,0.07
2024-10-11 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.64,0.84,2.46,32.69,5.39,0.48,0.25
2024-10-11 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.36,0.85,2.19,44.25,5.40,0.80,0.25
2024-10-11 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.51,0.86,1.63,44.81,5.29,0.97,0.18
2024-10-11 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.71,0.85,1.37,36.72,4.45,0.65,0.19
2024-10-11 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.33,0.87,1.23,43.47,3.88,0.64,0.17
2024-10-11 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.25,0.87,1.77,64.15,2.92,0.48,0.39
2024-10-11 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.13,0.86,1.48,74.99,2.71,0.45,0.24
2024-10-11 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.90,0.87,1.07,69.49,2.57,0.39,0.16
2024-10-11 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.74,0.88,1.06,64.61,2.76,0.50,0.13
2024-10-11 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.69,0.88,1.31,61.80,3.35,0.49,0.18
2024-10-11 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.58,0.88,1.30,71.74,3.54,0.47,0.22
2024-10-11 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.62,0.88,1.23,70.96,3.68,0.46,0.24
2024-10-11 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.78,0.89,1.07,63.57,3.76,0.28,0.28
2024-10-11 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.86,0.88,1.53,66.02,3.65,0.31,0.21
2024-10-12 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.18,0.86,1.74,75.09,4.21,0.50,0.18
2024-10-12 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.49,0.84,2.07,85.95,4.60,0.46,0.12
2024-10-12 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.00,0.78,2.11,89.20,5.16,0.39,0.20
2024-10-12 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.48,0.76,2.27,84.02,6.04,0.37,0.11
2024-10-12 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.59,0.76,2.48,79.54,6.69,0.28,0.13
2024-10-12 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.91,0.75,2.73,71.13,7.16,0.28,0.17
2024-10-12 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.92,0.75,3.11,64.52,7.13,0.24,0.12
2024-10-12 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.98,0.74,3.37,61.49,6.54,0.29,0.05
2024-10-12 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.86,0.75,3.44,60.43,6.30,0.22,0.04
2024-10-12 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.86,0.74,3.50,64.29,5.80,0.19,0.05
2024-10-12 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.75,0.78,2.72,57.67,4.61,0.10,0.00
2024-10-12 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.34,0.81,2.12,59.03,3.56,0.22,0.00
2024-10-12 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.75,0.79,1.65,48.48,2.60,0.21,0.00
2024-10-12 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.66,0.80,1.50,33.61,2.16,0.33,0.00
2024-10-12 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.24,0.83,1.59,23.21,2.26,0.38,0.00
2024-10-12 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.73,0.85,1.85,31.74,2.68,0.20,0.02
2024-10-12 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.66,0.86,1.90,40.65,2.83,0.41,0.03
2024-10-12 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.34,0.87,1.75,41.05,2.83,0.65,0.07
2024-10-12 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.19,0.87,1.26,35.02,3.28,0.61,0.18
2024-10-12 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.12,0.87,1.27,31.95,4.34,0.84,0.20
2024-10-12 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.86,0.89,0.97,24.44,4.63,0.83,0.25
2024-10-12 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.75,0.89,1.15,9.35,3.16,0.67,0.22
2024-10-12 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.02,0.89,1.13,11.40,3.91,0.51,0.26
2024-10-12 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.83,0.91,1.16,17.26,4.17,0.40,0.19
2024-10-13 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.94,0.90,1.35,24.91,5.54,0.79,0.20
2024-10-13 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.95,0.91,1.27,14.10,5.29,0.84,0.36
2024-10-13 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.34,0.86,1.70,25.26,5.25,0.44,0.30
2024-10-13 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.82,0.83,2.48,33.53,5.63,0.40,0.26
2024-10-13 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.83,0.82,2.77,36.42,5.94,0.43,0.26
2024-10-13 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.09,0.81,3.01,36.55,5.95,0.40,0.23
2024-10-13 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.41,0.80,3.39,33.18,6.13,0.58,0.23
2024-10-13 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.35,0.82,3.62,28.73,6.96,0.62,0.25
2024-10-13 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.09,0.83,3.50,28.35,6.63,0.57,0.17
2024-10-13 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.69,0.83,3.11,27.76,5.86,0.59,0.15
2024-10-13 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.06,0.85,2.86,22.43,5.13,0.38,0.10
2024-10-13 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.12,0.85,2.55,19.48,4.47,0.45,0.15
2024-10-13 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.06,0.86,1.97,17.55,4.00,0.46,0.14
2024-10-13 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.21,0.85,1.76,14.04,4.37,0.68,0.12
2024-10-13 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.92,0.87,1.63,11.80,4.49,0.82,0.09
2024-10-13 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.66,0.89,1.83,354.45,3.55,0.76,0.11
2024-10-13 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.49,0.89,2.07,353.67,4.13,0.92,0.16
2024-10-13 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.70,0.92,2.52,9.59,5.23,0.96,0.20
2024-10-13 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.51,0.92,2.71,9.85,5.28,0.98,0.52
2024-10-13 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.39,0.91,2.67,3.20,5.14,0.99,0.36
2024-10-13 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.30,0.91,2.84,9.64,6.09,0.99,0.47
2024-10-13 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.08,0.93,2.98,15.59,6.26,0.96,0.89
2024-10-13 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.75,0.90,2.82,4.77,5.65,0.81,1.05
2024-10-13 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.65,0.91,2.90,356.61,5.62,0.93,1.27
2024-10-14 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.27,0.92,3.09,337.72,5.58,0.64,0.87
2024-10-14 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.38,0.92,2.96,341.25,5.81,0.99,0.15
2024-10-14 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.39,0.82,2.72,345.09,6.51,1.00,0.92
2024-10-14 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.95,0.85,2.93,340.12,6.71,0.98,1.87
2024-10-14 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.61,0.86,3.15,348.59,6.34,0.97,0.64
2024-10-14 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.49,0.84,3.75,13.84,6.95,1.00,0.40
2024-10-14 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.08,0.87,3.64,358.87,7.18,0.90,1.38
2024-10-14 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.22,0.87,3.53,353.62,6.79,0.92,0.21
2024-10-14 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.17,0.86,3.74,357.56,7.12,0.81,0.32
2024-10-14 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.29,0.84,3.47,355.33,6.25,0.84,0.37
2024-10-14 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.87,0.87,3.22,5.67,5.96,0.95,0.29
2024-10-14 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.65,0.87,3.51,15.87,5.96,0.99,0.70
2024-10-14 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.56,0.88,3.39,25.12,5.38,0.96,0.41
2024-10-14 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.51,0.89,2.78,21.85,5.46,0.89,0.50
2024-10-14 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.10,0.90,1.97,10.60,4.65,0.98,0.58
2024-10-14 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.86,0.91,1.08,0.71,4.51,0.98,0.30
