datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),relative_humidity (0-1),wind_speed (m/s),wind_direction (deg),10m_wind_gust (m/s),total_cloud_cover (0-1),total_precipitation (mm of water equivalent)
2024-02-21 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.60,0.94,3.64,138.10,5.47,0.34,0.00
2024-02-21 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.51,0.94,3.63,139.19,5.53,0.56,0.00
2024-02-21 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.35,0.94,3.63,140.23,5.44,0.31,0.00
2024-02-21 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.02,0.95,3.59,141.57,5.33,0.35,0.00
2024-02-21 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.99,0.95,3.48,143.77,5.28,0.34,0.00
2024-02-21 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.85,0.95,3.44,145.52,5.11,0.35,0.00
2024-02-21 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.79,0.95,3.38,145.96,5.06,0.42,0.00
2024-02-21 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.07,0.96,3.41,147.89,4.82,0.59,0.00
2024-02-21 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.01,0.95,3.13,147.56,4.71,0.78,0.00
2024-02-22 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.62,0.94,3.17,145.83,4.99,0.83,0.02
2024-02-22 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.69,0.92,3.33,145.90,5.53,0.72,0.00
2024-02-22 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.00,0.87,3.39,146.10,5.68,0.73,0.00
2024-02-22 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.09,0.87,3.28,143.78,5.49,0.66,0.00
2024-02-22 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.63,0.85,3.14,134.85,5.61,0.22,0.00
2024-02-22 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.52,0.81,3.62,119.77,6.16,0.15,0.02
2024-02-22 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.87,0.80,4.27,112.29,6.98,0.08,0.02
2024-02-22 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.75,0.79,4.58,111.85,7.81,0.11,0.03
2024-02-22 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.59,0.79,4.62,112.03,7.83,0.11,0.02
2024-02-22 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.39,0.80,4.35,113.95,7.33,0.06,0.00
2024-02-22 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.10,0.86,3.86,116.49,6.43,0.03,0.00
2024-02-22 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.73,0.88,3.40,122.04,5.35,0.04,0.00
2024-02-22 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.10,0.91,3.20,126.55,4.99,0.03,0.00
2024-02-22 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.02,0.91,3.09,130.40,4.99,0.03,0.00
2024-02-22 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.64,0.93,2.89,133.78,4.84,0.01,0.00
2024-02-22 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.04,0.95,2.81,132.24,4.67,0.02,0.00
2024-02-22 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.16,0.95,2.85,132.62,4.72,0.04,0.00
2024-02-22 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.97,0.96,3.01,134.28,4.82,0.28,0.00
2024-02-22 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.57,0.98,3.15,134.17,4.96,0.64,0.00
2024-02-22 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.61,0.97,3.41,133.06,5.11,0.77,0.02
2024-02-22 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.73,0.97,3.61,132.72,5.47,0.81,0.02
2024-02-22 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.81,0.97,3.72,133.40,5.75,0.83,0.03
2024-02-22 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.97,0.96,3.77,133.85,5.99,0.94,0.03
2024-02-22 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.04,0.96,3.64,131.95,5.77,0.94,0.04
2024-02-23 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.40,0.94,3.84,126.32,6.09,0.90,0.06
2024-02-23 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.48,0.94,4.05,122.44,6.43,0.70,0.03
2024-02-23 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.52,0.88,4.12,119.74,7.03,0.89,0.02
2024-02-23 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.68,0.87,4.16,117.88,7.19,0.78,0.02
2024-02-23 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.81,0.86,4.36,115.23,7.64,0.81,0.02
2024-02-23 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.07,0.86,4.81,110.85,8.21,0.75,0.02
2024-02-23 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.37,0.84,5.20,108.10,8.80,0.67,0.02
2024-02-23 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.09,0.86,5.38,103.97,9.84,0.69,0.07
2024-02-23 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.01,0.86,5.60,102.12,9.97,0.37,0.05
2024-02-23 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.99,0.87,4.97,101.93,8.53,0.33,0.05
2024-02-23 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.98,0.91,4.59,98.22,7.52,0.42,0.03
2024-02-23 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.74,0.92,4.11,104.12,6.31,0.48,0.02
2024-02-23 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.44,0.93,3.98,106.27,6.10,0.51,0.04
2024-02-23 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.37,0.94,3.93,108.50,5.67,0.60,0.04
2024-02-23 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.03,0.94,4.00,110.23,5.59,0.52,0.08
2024-02-23 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.94,0.95,3.90,113.29,5.50,0.43,0.08
2024-02-23 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.92,0.95,3.76,116.36,5.16,0.52,0.05
2024-02-23 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.85,0.95,3.69,116.54,5.10,0.56,0.07
2024-02-23 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.46,0.95,3.56,115.33,4.96,0.59,0.10
2024-02-23 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.55,0.94,3.39,111.81,5.36,0.60,0.08
2024-02-23 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.44,0.95,3.38,106.98,5.26,0.50,0.10
2024-02-23 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.42,0.94,3.53,104.41,5.25,0.70,0.11
2024-02-23 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.52,0.95,3.40,104.79,5.76,0.77,0.11
2024-02-23 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.64,0.93,3.62,108.27,5.94,0.63,0.16
2024-02-24 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.05,0.90,3.78,110.33,6.23,0.71,0.13
2024-02-24 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.84,0.90,4.15,110.50,6.69,0.44,0.11
2024-02-24 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.73,0.84,4.06,106.92,6.71,0.59,0.08
2024-02-24 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.01,0.83,4.03,97.84,6.97,0.47,0.12
2024-02-24 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.94,0.83,4.03,89.44,7.05,0.59,0.09
2024-02-24 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.38,0.81,4.12,81.82,7.29,0.55,0.02
2024-02-24 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.53,0.80,4.08,78.39,6.95,0.40,0.02
2024-02-24 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.64,0.80,4.00,78.34,7.30,0.23,0.01
2024-02-24 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.69,0.79,3.69,80.41,6.89,0.17,0.00
2024-02-24 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.57,0.80,3.25,80.39,5.93,0.06,0.00
2024-02-24 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.38,0.85,2.32,77.59,4.55,0.10,0.00
2024-02-24 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.75,0.89,1.65,77.66,3.13,0.03,0.00
2024-02-24 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.27,0.91,1.49,71.29,2.72,0.10,0.00
2024-02-24 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.97,0.89,1.42,61.82,2.26,0.04,0.00
2024-02-24 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.01,0.89,1.14,58.09,2.07,0.04,0.00
2024-02-24 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.60,0.89,0.69,56.50,1.84,0.03,0.00
2024-02-24 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.26,0.91,0.51,62.43,1.72,0.13,0.00
2024-02-24 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.59,0.93,0.38,75.95,1.94,0.34,0.00
2024-02-24 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.20,0.94,0.72,74.53,1.87,0.52,0.03
2024-02-24 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.05,0.94,0.81,50.73,2.43,0.54,0.11
2024-02-24 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.76,0.95,0.99,34.15,2.84,0.60,0.14
2024-02-24 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.82,0.95,1.33,33.31,3.36,0.65,0.12
2024-02-24 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.32,0.93,1.53,34.48,3.23,0.45,0.15
2024-02-24 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.60,0.92,1.56,56.17,3.07,0.48,0.14
2024-02-25 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.13,0.90,1.36,64.24,3.28,0.39,0.10
2024-02-25 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.51,0.88,1.25,69.82,3.31,0.29,0.12
2024-02-25 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.58,0.85,1.58,72.15,3.71,0.30,0.13
2024-02-25 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.69,0.83,1.97,76.84,4.19,0.30,0.16
2024-02-25 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.83,0.82,2.27,76.11,4.71,0.28,0.13
2024-02-25 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.16,0.81,2.45,70.54,4.96,0.38,0.05
2024-02-25 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.46,0.80,2.57,66.82,5.21,0.34,0.06
2024-02-25 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.45,0.80,2.75,65.57,5.49,0.25,0.00
2024-02-25 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.37,0.81,2.68,64.33,5.19,0.17,0.00
2024-02-25 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.32,0.82,2.55,60.20,4.69,0.12,0.00
2024-02-25 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.55,0.82,1.91,51.43,4.03,0.02,0.00
2024-02-25 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.85,0.87,1.95,54.88,3.64,0.07,0.00
2024-02-25 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.19,0.91,2.18,60.50,3.88,0.10,0.02
2024-02-25 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.29,0.91,2.13,68.85,3.82,0.10,0.04
2024-02-25 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.05,0.92,2.03,76.25,3.81,0.25,0.06
2024-02-25 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.68,0.93,1.95,76.57,3.63,0.30,0.11
2024-02-25 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.72,0.94,1.81,72.02,3.41,0.44,0.27
2024-02-25 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.85,0.93,1.86,69.67,3.36,0.56,0.33
2024-02-25 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.64,0.93,1.83,66.97,3.41,0.58,0.39
2024-02-25 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.50,0.91,1.97,70.62,3.40,0.68,0.17
2024-02-25 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.30,0.92,2.03,73.46,3.29,0.56,0.39
2024-02-25 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.51,0.91,2.20,72.32,3.58,0.58,0.35
2024-02-25 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.50,0.91,1.61,79.31,3.94,0.65,0.35
2024-02-25 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.69,0.89,1.29,84.28,4.12,0.70,0.32
2024-02-26 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.08,0.87,1.12,96.80,4.02,0.61,0.24
2024-02-26 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.07,0.87,1.31,106.93,4.35,0.53,0.27
2024-02-26 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.17,0.84,1.90,105.12,4.73,0.57,0.26
2024-02-26 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.69,0.80,2.35,101.71,5.98,0.65,0.15
2024-02-26 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.27,0.82,2.55,96.52,6.54,0.61,0.10
2024-02-26 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.60,0.81,2.82,85.97,6.50,0.62,0.11
2024-02-26 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.78,0.82,3.28,78.59,6.41,0.71,0.07
2024-02-26 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.95,0.80,3.67,74.57,6.93,0.63,0.08
2024-02-26 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.80,0.82,4.02,71.19,7.30,0.63,0.05
2024-02-26 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.85,0.83,4.21,68.27,7.08,0.62,0.04
2024-02-26 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.02,0.87,3.80,69.13,6.65,0.67,0.05
2024-02-26 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.10,0.87,3.39,68.16,5.95,0.87,0.04
2024-02-26 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.82,0.89,3.27,68.13,5.60,0.87,0.03
2024-02-26 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.90,0.88,3.27,70.17,5.19,0.88,0.03
2024-02-26 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.73,0.90,3.46,73.98,4.97,0.88,0.05
2024-02-26 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.60,0.90,3.22,77.11,4.70,0.86,0.09
2024-02-26 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.53,0.89,2.77,78.62,4.30,0.52,0.29
2024-02-26 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.21,0.91,2.42,79.71,3.71,0.54,0.18
2024-02-26 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.72,0.92,2.45,76.12,3.23,0.86,0.23
2024-02-26 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.51,0.93,2.22,74.58,3.74,0.82,0.35
2024-02-26 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.83,0.92,2.24,72.47,3.59,0.99,0.38
2024-02-26 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.84,0.92,2.03,72.54,3.57,0.99,0.27
2024-02-26 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.88,0.92,2.23,49.56,4.13,0.98,0.39
2024-02-26 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.01,0.91,2.76,56.22,4.65,1.00,0.37
2024-02-27 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.12,0.92,3.04,59.66,4.95,1.00,0.56
2024-02-27 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.95,0.93,3.36,63.15,5.26,1.00,0.58
2024-02-27 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.45,0.91,3.69,66.81,5.59,1.00,0.56
2024-02-27 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.32,0.92,4.01,68.58,6.24,0.95,0.72
2024-02-27 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.43,0.92,4.02,69.09,5.86,0.87,0.52
2024-02-27 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.16,0.90,3.47,65.31,6.26,0.91,0.53
2024-02-27 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.19,0.89,3.75,62.08,6.55,0.76,0.42
2024-02-27 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.36,0.88,3.93,65.87,6.88,0.73,0.48
2024-02-27 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.82,0.89,3.86,70.62,7.12,0.73,0.80
2024-02-27 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.96,0.88,3.94,72.14,6.94,0.53,0.33
2024-02-27 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.62,0.88,3.25,70.32,6.49,0.66,0.21
2024-02-27 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.38,0.89,2.98,68.81,5.74,0.57,0.19
2024-02-27 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.17,0.90,2.65,72.11,5.38,0.48,0.18
2024-02-27 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.14,0.90,2.35,75.84,4.81,0.45,0.17
2024-02-27 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.09,0.90,2.15,80.35,4.37,0.41,0.25
2024-02-27 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.84,0.90,1.98,87.62,3.87,0.56,0.13
2024-02-27 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.64,0.92,1.73,97.92,3.60,0.69,0.24
2024-02-27 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.44,0.92,1.49,111.04,3.40,0.68,0.12
2024-02-27 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.51,0.91,1.34,117.24,3.17,0.65,0.09
2024-02-27 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.26,0.92,1.27,117.89,2.55,0.61,0.13
2024-02-27 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,21.99,0.92,1.26,117.28,2.48,0.61,0.12
2024-02-27 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.04,0.92,1.20,124.36,2.48,0.69,0.13
2024-02-27 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.25,0.92,0.90,113.47,2.53,0.55,0.09
2024-02-27 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.30,0.91,1.31,124.38,2.59,0.37,0.06
2024-02-28 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.52,0.91,1.60,152.27,3.12,0.35,0.02
2024-02-28 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.67,0.89,1.76,165.05,3.83,0.26,0.03
2024-02-28 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.16,0.82,1.84,163.72,4.09,0.37,0.02
2024-02-28 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.34,0.80,1.71,145.48,4.07,0.47,0.02
2024-02-28 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.40,0.79,1.70,125.02,3.93,0.49,0.01
2024-02-28 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.60,0.74,1.67,106.39,4.16,0.35,0.00
2024-02-28 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.49,0.75,2.06,95.82,4.47,0.26,0.00
2024-02-28 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.62,0.75,2.59,96.41,5.10,0.05,0.00
2024-02-28 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.53,0.76,3.03,90.46,5.56,0.02,0.00
2024-02-28 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.24,0.78,3.44,81.81,5.85,0.00,0.00
2024-02-28 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.82,0.85,3.51,71.57,5.77,0.02,0.00
2024-02-28 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.34,0.89,3.11,74.09,4.76,0.07,0.00
2024-02-28 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.08,0.91,2.58,83.40,4.04,0.09,0.00
2024-02-28 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.23,0.90,2.03,99.59,3.52,0.09,0.00
2024-02-28 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.41,0.90,1.79,118.78,3.20,0.15,0.00
2024-02-28 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.14,0.91,1.78,132.28,3.22,0.22,0.00
2024-02-28 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.12,0.92,1.84,140.54,3.30,0.25,0.00
2024-02-28 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.80,0.93,1.82,144.54,3.45,0.26,0.00
2024-02-28 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.91,0.93,1.73,147.81,3.33,0.20,0.00
2024-02-28 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.66,0.94,1.56,155.45,2.96,0.22,0.00
2024-02-28 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.41,0.94,1.67,162.73,3.23,0.28,0.00
2024-02-28 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.45,0.94,2.03,164.61,3.68,0.29,0.00
2024-02-28 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.24,0.94,1.86,188.42,4.06,0.23,0.00
2024-02-28 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.06,0.95,1.65,183.08,3.98,0.18,0.00
2024-02-29 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.29,0.94,1.37,187.76,3.66,0.11,0.00
2024-02-29 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.66,0.90,1.39,169.81,3.73,0.14,0.00
2024-02-29 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.50,0.83,1.70,149.95,4.48,0.22,0.00
2024-02-29 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.78,0.82,2.08,139.96,5.12,0.40,0.00
2024-02-29 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.91,0.81,2.41,130.97,5.24,0.67,0.01
2024-02-29 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.66,0.80,2.53,115.64,5.25,0.75,0.00
2024-02-29 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.02,0.79,2.73,96.44,5.87,0.64,0.02
2024-02-29 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.84,0.80,3.15,88.39,6.04,0.35,0.01
2024-02-29 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.79,0.82,3.62,86.30,6.54,0.21,0.00
2024-02-29 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.43,0.86,3.72,86.02,6.55,0.21,0.00
2024-02-29 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.12,0.91,2.67,67.03,5.40,0.36,0.00
2024-02-29 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.04,0.92,2.14,50.84,3.72,0.35,0.00
2024-02-29 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.15,0.93,1.75,35.21,2.60,0.31,0.00
2024-02-29 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.18,0.93,1.23,24.80,1.99,0.34,0.02
2024-02-29 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.19,0.93,0.95,10.30,1.46,0.39,0.01
2024-02-29 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.75,0.94,0.86,347.51,1.27,0.40,0.01
2024-02-29 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.66,0.94,0.86,345.60,1.37,0.39,0.01
2024-02-29 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.47,0.94,0.81,327.85,1.36,0.43,0.00
2024-02-29 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.28,0.95,0.94,325.94,1.46,0.42,0.02
2024-02-29 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.05,0.95,1.03,330.15,2.12,0.62,0.06
2024-02-29 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.73,0.96,0.76,337.97,1.97,0.48,0.09
2024-02-29 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.73,0.96,0.45,321.69,1.79,0.48,0.07
2024-02-29 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.95,0.95,0.91,348.26,1.80,0.40,0.04
2024-02-29 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.89,0.95,1.05,348.12,2.08,0.36,0.03
2024-03-01 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.09,0.95,1.66,358.95,2.95,0.34,0.06
2024-03-01 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.37,0.92,2.35,8.53,4.01,0.31,0.12
2024-03-01 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.60,0.85,2.99,17.22,4.91,0.31,0.10
2024-03-01 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.39,0.85,3.32,23.07,5.36,0.60,0.26
2024-03-01 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.38,0.84,3.36,27.26,5.45,0.63,0.19
2024-03-01 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.67,0.82,3.51,23.83,6.06,0.57,0.24
2024-03-01 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.53,0.83,3.48,21.88,6.41,0.75,0.21
2024-03-01 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.88,0.85,3.43,19.22,6.54,0.84,0.56
2024-03-01 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.57,0.86,3.37,13.85,6.45,0.85,0.65
2024-03-01 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,23.55,0.86,2.93,354.46,6.25,0.94,1.03
2024-03-01 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.16,0.91,2.98,325.33,6.18,0.87,1.02
2024-03-01 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.33,0.89,3.62,320.79,6.13,0.98,0.83
2024-03-01 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.44,0.87,4.22,317.14,6.25,0.93,0.67
2024-03-01 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.54,0.85,4.43,319.17,6.04,0.85,0.61
2024-03-01 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,22.30,0.86,4.38,318.22,5.84,0.90,0.52
