timestamp_utc,temp_c,feels_like_c,pressure_hpa,humidity_percent,dew_point_c,uvi,clouds_percent,visibility_m,wind_speed_mps,wind_deg,wind_gust_mps,weather_main,weather_desc,weather_icon,rain_1h_mm,snow_1h_mm
2025-05-27 08:03:47+00:00,31,35.35,1008,62,22.86,5.08,40,10000,2.57,90,,Clouds,scattered clouds,03d,,
